taibnet_code,kingdom,phylum,phylum_tw,class,class_tw,order,order_tw,family,family_tw,sciname,spname_tw
314258,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Anaspidea,無盾目,Aplysiidae,海鹿科,Dolabella auricularia ,龍骨海鹿 
314259,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Anaspidea,無盾目,Aplysiidae,海鹿科,Dolabrifera dolabrifera ,斧殼海鹿 
312094,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Isopoda,等足目,Cirolanidae,漂水蝨科,Dolicholana enigma , 
315842,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Fasciolariidae,旋螺科,Dolicholatirus lancea ,長矛旋螺 
403266,Animalia,Annelida,環節動物門,Clitellata,環帶綱,Tubificida,顫蚓目,Naididae,仙女蟲科,Doliodrilus tener , 
380005,Animalia,Chordata,脊索動物門,Thaliacea,海樽綱,Doliolida,海樽目,Doliolidae,海樽科,Dolioletta gegenbauri , 
380007,Animalia,Chordata,脊索動物門,Thaliacea,海樽綱,Doliolida,海樽目,Doliolidae,海樽科,Doliolum denticulatum , 
381172,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Lophiiformes,鮟鱇目,Oneirodidae,夢鮟鱇科,Dolopichthys pullatus ,黑狡鮟鱇.. 
311904,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Domeciidae,"",Domecia glabra ,光潔圓頂蟹 
311905,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Domeciidae,"",Domecia hispida ,刺圓頂蟹 
315908,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Mitridae,筆螺科,Domiporta sigillata ,細粒筆螺 
418409,Animalia,Mollusca,軟體動物門,Bivalvia,雙殼綱,Veneroida,簾蛤目,Donacidae,斧蛤科,Donax deltoides ,三角斧蛤 
310967,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Dorippidae,關公蟹科,Dorippe quadridens ,四齒關公蟹 
310968,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Dorippidae,關公蟹科,Dorippe sinica ,中華關公蟹 
381106,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Gasterosteiformes,刺魚目,Syngnathidae,海龍科,Doryichthys boaja ,寶珈槍吻海龍.. 
381108,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Gasterosteiformes,刺魚目,Syngnathidae,海龍科,Doryrhamphus excisus ,藍帶矛吻海龍.. 
383360,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Gasterosteiformes,刺魚目,Syngnathidae,海龍科,Doryrhamphus janssi ,強氏矛吻海龍.. 
381109,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Gasterosteiformes,刺魚目,Syngnathidae,海龍科,Doryrhamphus japonicus ,日本矛吻海龍.. 
431601,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Dotillidae,毛帶蟹科,Dotilla wichmanni ,衛氏毛帶蟹 
403015,Animalia,Echinodermata,棘皮動物門,Ophiuroidea,蛇尾綱,Gnathophiurida,顎蛇尾目,Amphiuridae,陽燧足科,Dougaloplus echinatus ,道格拉蛇尾 
424606,Fungi,Ascomycota,子囊菌門,Orbiliomycetes,圓盤菌綱,Orbiliales,圓盤菌目,Orbiliaceae,圓盤菌科,Drechslerella dactyloides , 
381642,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Drepaneidae,雞籠鯧科,Drepane longimana ,條紋雞籠鯧.. 
381643,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Drepaneidae,雞籠鯧科,Drepane punctata ,斑點雞籠鯧.. 
403078,Animalia,Bryozoa,苔蘚動物門,Stenolaemata,窄唇綱,Cheilostomata,唇口目,Lepraliellidae,小皮殼苔蟲科,Drepanophora gutta , 
316006,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupa clathrata ,寬口岩螺 
316008,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupa morum ,紫口岩螺 
405002,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupa ricina albolabris ,白齒岩螺 
405022,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupa ricina ricina ,黃齒岩螺 
316011,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupa rubusidaea ,玫瑰岩螺 
316012,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupella concatenata ,鏈結螺 
316013,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupella cornus ,白結螺 
316014,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupella eburnea ,牙白結螺 
316015,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupella fragum ,小白結螺 
316016,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Muricidae,骨螺科,Drupella minuta ,雀斑結螺 
124353,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Heliozoa,真正太陽蟲綱,"","","","",Drymosphaera dendrophora ,樹枝木球蟲 
381107,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Gasterosteiformes,刺魚目,Syngnathidae,海龍科,Dunckerocampus dactyliophorus ,帶紋矛吻海龍.. 
316219,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria albozonata ,白帶櫛筍螺 
316220,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria badia ,顯眼櫛筍螺 
316221,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria baileyi ,拜萊氏櫛筍螺 
316222,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria duplicata ,雙層筍螺 
316223,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria dussumieri ,櫛筍螺 
316224,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria evoluta ,盤龍筍螺 
316225,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria fictilis ,褐底筍螺 
316226,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria raphanula ,紅磚筍螺 
316227,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Neogastropoda,新腹足目,Terebridae,筍螺科 ,Duplicaria spectabilis , 
427459,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Nudibranchia,裸鰓目,Chromodorididae,多彩海牛科,Durvilledoris pusilla , 
380952,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Clupeiformes,鯡形目,Clupeidae,鯡科,Dussumieria acuta ,尖尾圓腹鯡.. 
380953,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Clupeiformes,鯡形目,Clupeidae,鯡科,Dussumieria elopsoides ,黃帶圓腹鯡.. 
310994,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Dynomenidae,貝綿蟹科,Dynomene hispida ,硬毛貝綿蟹 
383624,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Chiasmodontidae,叉齒魚科,Dysalotus alcocki ,阿氏線棘細齒鰧.. 
404518,Animalia,Porifera,海綿動物門,Demospongiae,尋常海綿綱,Dictyoceratida,網角海綿目,Dysideidae,掘海綿科,Dysidea granulosa , 
404519,Animalia,Porifera,海綿動物門,Demospongiae,尋常海綿綱,Dictyoceratida,網角海綿目,Dysideidae,掘海綿科,Dysidea sp. , 
380810,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysomma anguillare ,前肛鰻.. 
380811,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysomma dolichosomatum ,長身前肛鰻.. 
380812,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysomma goslinei ,高氏前肛鰻.. 
380813,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysomma longirostrum ,長吻前肛鰻.. 
380814,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysomma melanurum ,黑尾前肛鰻.. 
380815,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysomma opisthoproctus ,後臀前肛鰻.. 
383361,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysomma polycatodon ,多齒前肛鰻.. 
395598,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysomma taiwanensis ,臺灣前肛鰻 
383362,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Synaphobranchidae,合鰓鰻科,Dysommina rugosa ,多皺短身前肛鰻.. 
313675,Animalia,Mollusca,軟體動物門,Bivalvia,雙殼綱,Veneroida,簾蛤目,Lucinidae,滿月蛤科,Eamesiella corrugata ,皺滿月蛤 
433043,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Leucosiidae,玉蟹科,Ebalia nudipes , 
382832,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Scorpaeniformes,鮋形目,Scorpaenidae,鮋科,Ebosia bleekeri ,布氏盔蓑鮋.. 
314758,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Epitoniidae,海螄螺科,Eccliseogyra capitata ,錘形海螄螺 
395577,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Ophichthidae,蛇鰻科,Echelus polyspondylus ,多椎鰭蠕鰻 
395495,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Ophichthidae,蛇鰻科,Echelus uropterus ,小尾鰭蠕鰻.. 
381644,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Echeneidae,鮣科,Echeneis naucrates ,長印魚.. 
380740,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Muraenidae,鯙科,Echidna nebulosa ,星帶蝮鯙.. 
380741,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Muraenidae,鯙科,Echidna polyzona ,多環蝮鯙.. 
380742,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Anguilliformes,鰻形目,Muraenidae,鯙科,Echidna xanthospilos ,黃斑蝮鯙.. 
313225,Animalia,Echinodermata,棘皮動物門,Asteroidea,海星綱,Spinulosida,有棘目,Echinasteridae,棘海星科,Echinaster callosus ,赤麗棘海星 
313226,Animalia,Echinodermata,棘皮動物門,Asteroidea,海星綱,Spinulosida,有棘目,Echinasteridae,棘海星科,Echinaster luzonicus ,呂宋棘海星 
429357,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Littorinidae,玉黍螺科,Echininus cumingii cinerea ,灰質玉黍螺 
405061,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Littorinidae,玉黍螺科,Echininus cumingii luchuana ,棘皮玉黍螺 
405059,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Littorinidae,玉黍螺科,Echininus cumingii spinulosus ,棘黍螺 
402963,Animalia,Echinodermata,棘皮動物門,Echinoidea,海膽綱,Clypeasteroida,盾形目,Fibulariidae,豆海膽科,Echinocyamus crispus ,卷卵石海膽 
311639,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Pilumnidae,毛刺蟹科,Echinoecus pentagonus ,五角海膽蟹 
312863,Animalia,Cnidaria,刺胞動物門,Octocorallia,八放珊瑚綱,Alcyonacea,軟珊瑚目,Plexauridae,網柳珊瑚科,Echinogorgia flora ,花刺柳珊瑚 
401626,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Littorinidae,玉黍螺科,Echinolittorina feejeensis , 
429359,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Littorinidae,玉黍螺科,Echinolittorina malanacme ,黑尖玉黍螺 
401627,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Littorinidae,玉黍螺科,Echinolittorina reticulata ,網格玉黍螺 
429358,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Littorinidae,玉黍螺科,Echinolittorina tricincta ,三帶玉黍螺 
401628,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Littorinidae,玉黍螺科,Echinolittorina trochoides ,顆粒玉黍螺 
313302,Animalia,Echinodermata,棘皮動物門,Echinoidea,海膽綱,Echinoida,海膽目,Echinometridae,長海膽科,Echinometra mathaei ,梅氏長海膽 
313313,Animalia,Echinodermata,棘皮動物門,Echinoidea,海膽綱,Holectypoida,全雕目,Echinoneidae,斜海膽科,Echinoneus cyclostomus ,卵圓斜海膽 
402031,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinoparyphium anatis , 
402032,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinoparyphium recurvatum , 
402033,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinoparyphium taipeiense , 
314908,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heteropoda,異足目,Cassidae,唐冠螺科,Echinophoria carnosa ,玉珠鬘螺 
313074,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Lobophylliidae,瓣葉珊瑚科,Echinophyllia aspera ,粗糙棘葉珊瑚 
313075,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Lobophylliidae,瓣葉珊瑚科,Echinophyllia echinata ,多刺棘葉珊瑚 
313076,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Lobophylliidae,瓣葉珊瑚科,Echinophyllia echinoporoides ,小環棘葉珊瑚 
313077,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Lobophylliidae,瓣葉珊瑚科,Echinophyllia orpheensis ,簇狀棘葉珊瑚 
312985,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Merulinidae,繩紋珊瑚科,Echinopora gemmacea ,小芽棘孔珊瑚 
312986,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Merulinidae,繩紋珊瑚科,Echinopora lamellosa ,片形棘孔珊瑚 
401638,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Merulinidae,繩紋珊瑚科,Echinopora mammiformis , 
312987,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Merulinidae,繩紋珊瑚科,Echinopora pacificus ,太平洋棘孔珊瑚 
383216,Animalia,Chordata,脊索動物門,Chondrichthyes,軟骨魚綱,Echinorhiniformes,棘鯊目,Echinorhinidae,笠鱗鯊科,Echinorhinus cookei ,庫克笠鱗鯊.. 
402034,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinostoma aegyptiacum , 
402035,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinostoma chloropodis , 
402036,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinostoma cinetorchis , 
402037,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinostoma gotoi , 
402038,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinostoma macrorchis , 
402039,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinostoma revolutum , 
402040,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinostoma robustum , 
402041,Animalia,Platyhelminthes,扁形動物門,Trematoda,吸蟲綱,Echinostomida,棘口吸蟲目,Echinostomatidae,棘口吸蟲科,Echinostoma taiwanense , 
313303,Animalia,Echinodermata,棘皮動物門,Echinoidea,海膽綱,Echinoida,海膽目,Echinometridae,長海膽科,Echinostrephus aciculatus ,白尖紫叢海膽 
313304,Animalia,Echinodermata,棘皮動物門,Echinoidea,海膽綱,Echinoida,海膽目,Echinometridae,長海膽科,Echinostrephus molaris ,紫叢海膽 
313298,Animalia,Echinodermata,棘皮動物門,Echinoidea,海膽綱,Diadematoida,冠海膽目,Diadematidae,冠海膽科,Echinothrix calamaris ,環刺棘海膽 
313299,Animalia,Echinodermata,棘皮動物門,Echinoidea,海膽綱,Diadematoida,冠海膽目,Diadematidae,冠海膽科,Echinothrix diadema ,冠刺棘海膽 
429055,Animalia,Echinodermata,棘皮動物門,Echinoidea,海膽綱,Echinoida,海膽目,Echinidae,正海膽科,Echinus esculentus ,食用正海膽 
383363,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Ophidiiformes,鼬魚目,Carapidae,隱魚科,Echiodon coheni ,科氏底隱魚.. 
383364,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Stomiiformes,巨口魚目,Stomiidae,巨口魚科,Echiostoma barbatum ,單鬚刺巨口魚.. 
430589,Animalia,Arthropoda,節肢動物門,Maxillopoda,顎足綱,Siphonostomatoida,管口水蚤目,Pandaridae,"",Echthrogaleus asiaticus , 
430590,Animalia,Arthropoda,節肢動物門,Maxillopoda,顎足綱,Siphonostomatoida,管口水蚤目,Pandaridae,"",Echthrogaleus coleoptratus , 
381410,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Blenniidae,鳚科,Ecsenius bathi ,巴氏無鬚鳚.. 
381411,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Blenniidae,鳚科,Ecsenius bicolor ,二色無鬚鳚.. 
381412,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Blenniidae,鳚科,Ecsenius lineatus ,線紋無鬚鳚.. 
381413,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Blenniidae,鳚科,Ecsenius melarchus ,黑色無鬚鳚.. 
381414,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Blenniidae,鳚科,Ecsenius namiyei ,納氏無鬚鳚.. 
381415,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Blenniidae,鳚科,Ecsenius oculus ,眼斑無鬚鳚.. 
381417,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Blenniidae,鳚科,Ecsenius yaeyamaensis ,八重山無鬚鳚.. 
382833,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Scorpaeniformes,鮋形目,Scorpaenidae,鮋科,Ectreposebastes imus ,無鰾黑鮋.. 
381749,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Gobiidae,鰕虎科,Egglestonichthys patriciae ,南海伊氏鰕虎.. 
314759,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Epitoniidae,海螄螺科,Eglisia lanceolata ,長矛錐螄螺 
314760,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Epitoniidae,海螄螺科,Eglisia tricarinata ,鑽頭錐螄螺 
380128,Animalia,Chordata,脊索動物門,Aves,鳥綱,Pelecaniformes,鵜形目,Ardeidae,鷺科,Egretta eulophotes ,唐白鷺.. 
380129,Animalia,Chordata,脊索動物門,Aves,鳥綱,Pelecaniformes,鵜形目,Ardeidae,鷺科,Egretta garzetta garzetta ,小白鷺.. 
432220,Animalia,Chordata,脊索動物門,Aves,鳥綱,Pelecaniformes,鵜形目,Ardeidae,鷺科,Egretta novaehollandiae novaehollandiae ,白臉鷺 
404577,Animalia,Chordata,脊索動物門,Aves,鳥綱,Pelecaniformes,鵜形目,Ardeidae,鷺科,Egretta picata ,白頸黑鷺.. 
380131,Animalia,Chordata,脊索動物門,Aves,鳥綱,Pelecaniformes,鵜形目,Ardeidae,鷺科,Egretta sacra sacra ,岩鷺.. 
431677,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Dendrophylliidae,樹珊瑚科,Eguchipsammia fistula ,枝管江口沙珊瑚 
431678,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Dendrophylliidae,樹珊瑚科,Eguchipsammia gaditana ,褶葉江口沙珊瑚 
431679,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Dendrophylliidae,樹珊瑚科,Eguchipsammia japonica ,日本江口沙珊瑚 
431680,Animalia,Cnidaria,刺胞動物門,Hexacorallia,六放珊瑚綱,Scleractinia,石珊瑚目,Dendrophylliidae,樹珊瑚科,Eguchipsammia wellsi ,威爾斯江口沙珊瑚 
123978,Protozoa,Sarcomastigophora,肉質鞭毛蟲門,Granuloreticulosea,果粒性網狀根足蟲綱,Foraminiferida,有孔蟲目,Cassidulinidae,擬盔形蟲科,Ehrenbergina pacifica , 
416532,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Axiidae,阿姑蝦科,Eiconaxius kensleyi , 
416531,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Axiidae,阿姑蝦科,Eiconaxius rubrirostris , 
404931,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Elachisinidae,小菜籽螺科,Elachisina ziczac ,鋸齒小菜籽螺 
381538,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Carangidae,鰺科,Elagatis bipinnulata ,雙帶鰺.. 
311184,Animalia,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Hymenosomatidae,膜殼蟹科,Elamena truncata ,截額薄板蟹 
313525,Animalia,Mollusca,軟體動物門,Bivalvia,雙殼綱,Pterioida,鶯蛤目,Pteriidae,鶯蛤科,Electroma ovata ,鴉翅電光蛤 
381208,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Myctophiformes,燈籠魚目,Myctophidae,燈籠魚科,Electrona risso ,高體電燈魚.. 
314761,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Heterogastropoda,異腹足目,Epitoniidae,海螄螺科,Elegantiscala edgari ,牙彫海螄螺 
381655,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Eleotridae,塘鱧科,Eleotris acanthopoma ,刺蓋塘鱧 
383365,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Eleotridae,塘鱧科,Eleotris fasciatus ,條紋塘鱧 
381656,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Eleotridae,塘鱧科,Eleotris fusca ,褐塘鱧 
381657,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Eleotridae,塘鱧科,Eleotris melanosoma ,黑體塘鱧 
381658,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Eleotridae,塘鱧科,Eleotris oxycephala ,尖頭塘鱧 
317020,Animalia,Cnidaria,刺胞動物門,Octocorallia,八放珊瑚綱,Alcyonacea,軟珊瑚目,Alcyoniidae,軟珊瑚科,Eleutherobia grayi ,牛角珊瑚 
381488,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Callionymidae,鼠䲗科,Eleutherochir opercularis ,雙鰭喉褶䲗.. 
382273,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Polynemidae,馬鮁科,Eleutheronema rhadinum ,多鱗四指馬鮁.. 
395540,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Polynemidae,馬鮁科,Eleutheronema tetradactylum ,四指馬鮁.. 
313780,Animalia,Mollusca,軟體動物門,Bivalvia,雙殼綱,Veneroida,簾蛤目,Tellinidae,櫻蛤科,Elliptotellina euglypta ,雕刻艾利櫻蛤 
312852,Animalia,Cnidaria,刺胞動物門,Octocorallia,八放珊瑚綱,Alcyonacea,軟珊瑚目,Ellisellidae,鞭珊瑚科,Ellisella robusta ,強韌鞭珊瑚 
314524,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Archaeopulmonata,原始有肺目,Ellobiidae,耳螺科,Ellobium aurisjudae ,布紋大耳螺.. 
314525,Animalia,Mollusca,軟體動物門,Gastropoda,腹足綱,Archaeopulmonata,原始有肺目,Ellobiidae,耳螺科,Ellobium chinense ,中華大耳螺 
381181,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Mugiliformes,鯔形目,Mugilidae,鯔科,Ellochelon vaigiensis ,黄鯔.. 
381037,Animalia,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Elopiformes,海鰱目,Elopidae,海鰱科,Elops machnata ,大眼海鰱.. 
